1 4 LEFT;0.2192932274622667 25;0.3643823474690014 36;0.5509648880783328 51;0.4131108084569116 70;0.5221845388084169 87;0.5552052913504643 101;0.44992286317709174 124;0.4699674644819222 144;0.5558237593288419 155;0.4637960437621081 174;0.48360404840018284 191;0.5221112893200486 210;0.41819800646800087 225;0.45698038612805025 245;0.3904412781876327 266;0.47971738927146285 278;0.4953124477725961 293;0.49102677351655355 303;0.5002234251732642 324;0.46602717662853743 341;0.5158463261733034 357
3 1 UP;0.47123620004249184 21;0.5842055346863332 39;0.6843793474478013 51;0.5256707329673754 67;0.6750134310522884 76;0.6879553794755635 85;0.6463811152712184 101;0.7040163377367296 113;0.7182484860541897 119;0.6552100132463369 133;0.6530679398105889 147;0.6765209273280549 151;0.7240637649283603 167;0.702278696405256 172;0.7101485846219979 182;0.7163715169704302 190;0.7134467279827192 199;0.710753290391303 211;0.7115029901776311 222;0.7089537609761414 228;0.6776075705153596 238
1 4 DOWN;-1.04 4;-1.04 5;-1.04 9;-1.04 10;-1.04 12;-1.04 15;-1.04 20;-1.04 23;-1.04 24;-1.04 27;-1.04 28;-1.04 33;-1.04 34;-1.04 40;-1.04 43;-1.04 46;-1.04 47;-1.04 49;-1.04 51;-1.04 54;-1.04 57
1 2 DOWN;0.035193688658624045 15;0.44580164825485735 27;0.47625498600589206 38;0.4650248741214838 46;0.49254798600305216 50;0.550266053384242 51;0.5789994239547327 56;0.5588744483430836 65;0.5816782463020139 67;0.5512303403242145 73;0.5508502940491428 77;0.5712988608890052 79;0.5726667740285306 84;0.5461967482002842 88;0.5711352273965504 94;0.6076732243351876 102;0.5714430390368995 104;0.5441697658308323 107;0.5906299059163669 114;0.5741919660651146 118;0.5310209763228007 120
1 3 DOWN;0.04982603970224761 42;0.018409018863786153 49;0.14811114288859847 64;0.386210423364306 81;0.3370901188992675 89;0.28830857595199105 92;0.072230334517423 97;0.27313717029754386 98;0.5370982786766589 103;0.4896795292980439 113;0.4896795292980439 113;0.4896795292980439 113;0.06204573856093809 117;0.2888488251095105 119;0.32892658142151765 130;0.3238927310455837 133;-0.11255058370877824 134;0.36994936371667275 136;0.741381979460864 145;0.44409366562539576 150;0.46753358872281336 152
3 2 DOWN;0.5846957193673091 15;0.6019758406209799 47;0.8545435233902784 70;0.7140997122878115 96;0.8524114426405857 111;0.8296405151347184 126;0.8240513850489589 138;0.8604190211191152 151;0.7502028485759787 173;0.77452068990818 182;0.8304764898238548 194;0.826923149836545 208;0.818729492118927 215;0.8001271889928494 232;0.8101489425808889 246;0.7995284442150409 258;0.7944958470407879 276;0.809237352245857 287;0.810553175837768 301;0.780991493931245 305;0.8070890608305339 320
1 1 DOWN;0.22850673839616892 48;0.6093044522448651 112;0.6593100796762956 173;0.581116172092629 226;0.7111384579974693 288;0.7046483612865527 362;0.6930124178948271 420;0.6976275975722696 489;0.7075846667891389 552;0.6501989045632102 605;0.6807839529291179 681;0.6892578382763961 753;0.706234545501027 813;0.6775281528258522 884;0.7034989244600967 942;0.7035935705719569 1011;0.7032103978147767 1087;0.6983858175378713 1162;0.7030170614863014 1236;0.6921760461478152 1301;0.687703435696884 1369
3 3 DOWN;0.8032841796540943 7;0.2967963437799911 17;0.9115754531108355 28;0.7391026736049419 42;0.9177045815928582 51;0.8845663067386769 63;0.9052691216787558 75;0.8781779758024826 84;0.6610249039941345 100;0.9073435377222697 108;0.8508890645523619 116;0.8494275591807374 128;0.9159372875075634 141;0.8726977685133984 155;0.8936126512957223 174;0.7893274520773816 180;0.9130439360376167 197;0.9145597424813153 208;0.8731509568369329 227;0.8500518946220679 238;0.9072802201037211 252
3 1 DOWN;0.5832034307442183 25;0.6644400982404556 50;0.691442788360352 63;0.5984864417657362 88;0.7837399041533895 99;0.772042008314929 105;0.7459723752663366 120;0.7822703787501302 130;0.7721590204322103 145;0.709253602615411 158;0.7412230382962975 167;0.7671337387451178 179;0.7763544193104405 195;0.7350790602123886 211;0.7738669101896413 218;0.7730671441137011 231;0.7722432636487901 239;0.7614909558792028 256;0.7594704588889329 267;0.7428194517487635 275;0.7465091440226385 295
3 4 NULL;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0;1.0 0
3 1 RIGHT;0.8501251104291235 57;0.8129064391835138 159;0.850267198617561 258;0.8030592280354165 356;0.8196840044092533 452;0.8398102288237808 557;0.8265794930044004 643;0.8322493271358498 747;0.7845212910244016 841;0.7805721557103792 938;0.821088736554127 1034;0.8145697916807657 1130;0.8296150379518301 1238;0.8124770917766022 1342;0.8124625594816574 1441;0.8365329294041141 1548;0.8160495641855564 1653;0.8234231690649233 1765;0.8132045763136695 1857;0.8041613511377526 1951;0.8029120181080969 2064
2 3 RIGHT;-1.04 1;-1.04 3;-1.04 6;-1.04 10;-1.04 14;-1.04 18;-1.04 21;-1.04 24;-1.04 28;0.22032247942929484 34;-0.8720510917669808 36;-1.0159763803945037 38;-1.0363303438203109 40;-1.0398975697577881 44;-1.0399984265451692 49;-1.0399999314142805 53;-1.0399999678314766 54;-1.0399999927123942 56;-1.0399999991575388 59;-1.0399999998947143 62;-1.0399999999858554 65
2 3 LEFT;0.17825314718244636 9;-0.011911997329371204 14;0.8499287048170894 18;0.8382535387935823 22;0.7868801661874691 24;0.836828230378046 26;-0.47680866862310545 36;-0.47680866862310545 36;0.6034325429322083 41;0.5208394718606602 48;-0.040089648029599356 51;0.4346183764804279 52;0.38350225353141515 55;0.6595043191735865 57;0.2881277708802702 60;0.22015152188359965 62;0.3714552749131534 65;0.6691368843690884 68;0.7413206211068635 69;-0.3651957893008682 73;-0.211021600153801 76
2 1 RIGHT;0.4655820715649018 20;0.5655878941683374 38;0.7257414269550538 46;0.5656726377735743 63;0.7098028149040861 70;0.7034908151666256 77;0.6908228662036147 88;0.7227503722854572 94;0.7170801087731348 103;0.6424640878137967 118;0.6118897671368809 126;0.7058712377869358 135;0.6724301926600512 144;0.6515178391218032 155;0.6474106721825694 159;0.6811965477539929 166;0.7174011124518175 173;0.7179544420985456 178;0.685323267629687 189;0.691770878480386 200;0.7066502778405016 207
2 1 LEFT;0.6132866446063782 22;0.5404589333801874 40;0.7296922057923169 47;0.5307549457661656 59;0.6744445071935125 67;0.7022287939229692 73;0.6805661223635199 85;0.704553314395251 92;0.7134976827700333 100;0.6355045388390447 110;0.7008406073477692 120;0.7077111723961561 127;0.6779723601336065 137;0.6686272150744083 147;0.699840323821498 155;0.7049900193805556 159;0.7140437413568725 169;0.6801867391988532 177;0.7063847059292803 187;0.6765759233543955 195;0.6954590458066141 204
2 3 UP;0.2274442287758616 25;-0.17120601639252747 54;0.4887653804887514 57;0.3687597064443946 66;0.49114894266850295 68;0.23931203279374197 72;0.42432148624981364 74;0.42432148624981364 74;0.5095568242354321 77;0.39239259165160817 82;0.4254583560204565 84;0.5110429402801739 89;0.30267062660477173 90;0.4617071349776354 92;0.2678787504532638 97;-0.168294592474723 99;0.07729290662550939 100;0.44490211576617233 103;0.46681639956206394 108;0.16401714567956324 111;0.1712460571449659 114
2 1 UP;-0.2202176789390775 21;0.4304196693538608 31;0.5390540997775399 41;0.4707873474850445 52;0.5754976087201144 59;0.629810676226564 64;0.6269234559464189 75;0.6307630137705732 82;0.6592478929821666 86;0.5971753604743558 95;0.5946250996731608 108;0.6169918551719449 115;0.6472377718461185 121;0.5925748379443139 128;0.621026948735556 134;0.6476375637009799 141;0.6332698345760217 147;0.6331474017624567 154;0.6248780862874922 164;0.6256053264490934 173;0.6392531159969563 184
2 3 DOWN;-0.32763754538912326 36;0.7415363820367952 38;0.9199972095017377 67;0.9116029277527744 85;0.8961404365956567 117;0.8500525770641476 141;0.5403966075015549 173;0.8049659404849057 187;0.8631155531717489 222;0.8297964208029273 255;0.6764852778044466 282;0.8962431699759308 312;0.5585696393715367 333;0.834075142068034 356;0.8713698177437679 389;0.7573296763104344 410;0.8230777457933697 434;0.863128856076342 456;0.8562657732308663 491;0.8973795694301057 519;0.8665542479135075 541
2 1 DOWN;0.7504789064675466 58;0.6988204738719177 144;0.7907346109837741 229;0.6810553795734212 300;0.7724428394705253 380;0.7742489264600996 479;0.7577226460900223 565;0.7520884043526512 655;0.7614103274137018 732;0.7113362661847425 814;0.759936488923783 903;0.7636983644138513 983;0.7491062884154243 1082;0.7437611731950731 1166;0.7597197381940719 1245;0.7686952902564137 1330;0.7551634071731541 1415;0.7584283240062664 1511;0.7600969069130185 1596;0.7483251443603766 1678;0.7437668921461068 1771
2 4 NULL;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0;-1.0 0
